Name                                                                                                Stmts   Miss  Cover
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/gb/forms                                  27      2    93%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/gb/gb_regions                              7      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/generic/__init__                           0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/generic/forms                             15      2    87%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/hr/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/hr/forms                                 128      3    98%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/hr/hr_choices                              5      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/id/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/id/forms                                 107      7    93%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/id/id_choices                              5      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ie/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ie/forms                                   6      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ie/ie_counties                             2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/il/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/il/forms                                  28      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/in_/__init__                               0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/in_/forms                                 48      2    96%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/in_/in_states                              2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/is_/__init__                               0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/is_/forms                                 38      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/is_/is_postalcodes                         1      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/it/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/it/forms                                  51      3    94%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/it/it_province                             1      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/it/it_region                               1      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/it/util                                   25      3    88%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/jp/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/jp/forms                                  14      0   100%
